"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","vgpr","sgpr","fbar","sig","obj","GPUBusy","VALUBusy","SALUBusy","MemUnitBusy","SFetchInsts","FetchSize","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
0,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,0,0,8368,8377,4352,256,2048,0,32,80,80896,"0x14b99bdd6f80","0x14b898045ec0",100,0.0496879242,0.0246352678,19.2076283672,7,201.5,1026431302224905,1026233137663021,1026431311702017,1026431311718500,198174038996
1,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,1,0,8368,8377,4352,256,2048,0,32,80,80896,"0x14b99bdd6f80","0x14b898045ec0",100,0.0431507981,0.0213941614,20.2459361508,7,225,1026431311735703,1026233140432477,1026431312165219,1026431313749373,198171732742
2,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l91.kd",0,2,0,8368,8377,4352,256,2048,0,28,72,63424,"0x14b99bdd6f80","0x14b898045e00",100,0.0373600562,0.0217220213,26.7569074861,6,182.4375,1026431313787937,1026233118305465,1026431314567313,1026431314580051,198196261848
3,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,3,0,8368,8377,4352,256,2048,0,32,80,80896,"0x14b99bdd6f80","0x14b898045ec0",100,0.000185558,9.19996e-05,3.843084932,7,2703.875,1026431314611272,1026233140428797,1026431598211101,1026431603791249,198457782304
4,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",0,0,1,8368,8377,4352,256,2048,0,28,72,73280,"0x14b99bdd6f80","0x14b898045e80",100,0.0283094099,0.0164597612,9.6836770982,6,74.8125,1026431604706472,1026431311702346,1026431666267668,1026431666372703,354565322
5,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",0,1,1,8368,8377,4352,256,2048,0,28,72,73280,"0x14b99bdd6f80","0x14b898045e80",100,0.0521198101,0.0303036916,16.1504004714,6,73.6875,1026431666407169,1026431312165324,1026431667073522,1026431667085553,354908198
6,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,2,1,8368,8374,66304,256,2048,0,32,80,80896,"0x14b99bdd7180","0x14b898045ec0",100,0.986718918,0.4858495391,29.2123453017,7,1079.1875,1026431666859666,1026431314567418,1026431667836566,1026431667845585,353269148
7,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,3,1,8368,8377,4352,256,2048,0,32,80,80896,"0x14b99bdd6f80","0x14b898045ec0",100,0.0122213405,0.0060593394,4.3748493593,7,109.4375,1026431667099200,1026431598210867,1026431933735591,1026431950982880,335524724
8,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,0,2,8368,8374,66304,256,2048,0,32,80,80896,"0x14b99bdd7180","0x14b898045ec0",100,0.6116452218,0.3011673777,26.4052220733,7,1134.5,1026431667860263,1026431666267438,1026431668303129,1026431668311788,2035691
9,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l91.kd",0,1,2,8368,8374,66304,256,2048,0,28,72,63424,"0x14b99bdd7180","0x14b898045e00",100,0.6229500296,0.3599421305,28.9541895625,6,601.375,1026431668338550,1026431667073522,1026431668690971,1026431668721281,1617449
10,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,2,2,8368,8374,66304,256,2048,0,32,80,80896,"0x14b99bdd7180","0x14b898045ec0",100,0.7192327245,0.3541422803,27.8629521768,7,1120.3125,1026431668732603,1026431667836566,1026431669115934,1026431669122738,1279368
11,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",0,3,2,8368,8374,66304,256,2048,0,28,72,73280,"0x14b99bdd7180","0x14b898045e80",100,3.3502748074,1.9357974068,18.1615066891,6,534.125,1026431669144600,1026431933735591,1026431934562475,1026431951172147,826884
12,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",1,4,0,8368,8375,4352,256,2048,0,32,80,80896,"0x14b99bdd7200","0x14b893f45ec0",100,0.069714917,0.0345646489,8.9491313168,7,86.625,1026431764717554,1024955632640320,1026431765090323,1026431765099735,1476132450003
13,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",1,5,0,8368,8375,4352,256,2048,0,32,80,80896,"0x14b99bdd7200","0x14b893f45ec0",100,0.0588060947,0.0291560559,12.6813636437,7,117.25,1026431765110586,861330288685582,1026431765449685,1026431765542602,165101476764103
14,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",1,6,0,8368,8375,4352,256,2048,0,32,80,80896,"0x14b99bdd7200","0x14b893f45ec0",100,0.0478191219,0.0237087158,9.6219795294,7,100.3125,1026431765579403,1024795486852305,1026431766062648,1026431766066667,1636279210343
15,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l91.kd",1,7,0,8368,8375,4352,256,2048,0,28,72,63424,"0x14b99bdd7200","0x14b893f45e00",100,0.0002340903,0.0001361056,4.9060302024,6,2521.4375,1026431766102887,1023845908011726,1026432051856487,1026432052980386,2586143844761
16,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,0,3,8368,8377,4352,256,2048,0,32,80,80896,"0x14b99bdd6f80","0x14b898045ec0",100,1.6143741109,1.0744833093,44.7395299825,5.5,9.25,1026431951045712,1026431668303126,1026431959275582,1026431959287243,290972456
17,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",0,1,3,8368,8374,66304,256,2048,0,28,72,73280,"0x14b99bdd7180","0x14b898045e80",100,0.6886105167,0.6236124803,2.6684959887,5.5,9.25,1026431951353418,1026431668690968,1026431959344222,1026431959346818,290653254
18,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,2,3,8368,8376,16896,256,2048,0,32,80,80896,"0x14b99bdd7000","0x14b898045ec0",100,0.6885801641,0.6235849926,2.6683783665,5.5,9.25,1026431958937355,1026431669115931,1026431959356063,1026431959358801,290240132
19,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l91.kd",0,3,3,8368,8377,4352,256,2048,0,28,72,63424,"0x14b99bdd6f80","0x14b898045e00",100,1.0569372625,0.5252119504,7.8233570956,6.9384057971,1111.8125,1026431959299767,1026431934562475,1026431960273348,1026431961410494,25710873
20,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,0,4,8368,8374,66304,256,2048,0,32,80,80896,"0x14b99bdd7180","0x14b898045ec0",100,1.0569420222,0.5252143155,7.8233923264,6.9384057971,1111.8125,1026431959361126,1026431959275582,1026431960267268,1026431961119501,991686
21,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,1,4,8368,8376,16896,256,2048,0,32,80,80896,"0x14b99bdd7000","0x14b898045ec0",100,0.2532137126,0.1252974678,0.8336848151,7,283.0625,1026431959372137,1026431959344222,1026431961166953,1026431961407769,1822731
22,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,2,4,8368,8368,112640,256,2048,0,32,80,80896,"0x14b99bdd6f00","0x14b898045ec0",100,16.5223585179,8.5324189055,36.1819904775,7.1909090909,1230.6875,1026431960942448,1026431959356063,1026431962556882,1026431962589307,3200819
23,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l91.kd",0,0,5,8368,8376,16896,256,2048,0,28,72,63424,"0x14b99bdd7000","0x14b898045e00",100,0,0,189.1342435959,7.1909090909,1230.6875,1026431961495188,1026431960267268,1026431962506161,1026431962517728,2238893
24,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,1,5,8368,8377,4352,256,2048,0,32,80,80896,"0x14b99bdd6f80","0x14b898045ec0",100,16.5231223104,8.5328133405,36.1836630917,7.1909090909,1230.6875,1026431961495439,1026431961166953,1026431962538642,1026431962541514,1371689
25,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,3,4,8368,8374,66304,256,2048,0,32,80,80896,"0x14b99bdd7180","0x14b898045ec0",0,0,0,0,7,4157.875,1026431961159638,1026431960273348,1026431963042005,1026431963073645,2768657
26,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,2,5,8368,8376,16896,256,2048,0,32,80,80896,"0x14b99bdd7000","0x14b898045ec0",100,1.1324596097,0.5603737649,48.0717711511,7,4157.875,1026431962529391,1026431962556882,1026431963073525,1026431963692964,516643
27,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,0,6,8368,8368,112640,256,2048,0,32,80,80896,"0x14b99bdd6f00","0x14b898045ec0",100,15.4818614233,5.2185980615,46.3187381569,7,4157.875,1026431962603404,1026431962506161,1026431963183925,1026431963687403,677764
28,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,1,6,8368,8378,112640,256,2048,0,32,80,80896,"0x14b99bdd7700","0x14b898045ec0",100,7.1950227265,2.4252853469,21.5261178606,7,3635.6875,1026431962700813,1026431962538642,1026431963304086,1026431963690459,765444
29,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",0,3,5,8368,8377,4352,256,2048,0,28,72,73280,"0x14b99bdd6f80","0x14b898045e80",100,3.6529324161,0.246339718,4.304659244,6,36.25,1026431963017366,1026431963042005,1026431963552088,1026431964000860,510083
30,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l91.kd",0,1,7,8368,8368,112640,256,2048,0,28,72,63424,"0x14b99bdd6f00","0x14b898045e00",100,16.4104300012,6.6517419672,174.0233635423,7,16527.125,1026431963729485,1026431963304086,1026431964829375,1026431964831118,1525289
31,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l91.kd",0,2,6,8368,8374,66304,256,2048,0,28,72,63424,"0x14b99bdd7180","0x14b898045e00",100,6.7938975318,3.7326998488,35.6652628982,4.6545454545,16527.125,1026431963088243,1026431963073525,1026431964791455,1026431964793405,1717930
32,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,3,6,8368,8378,112640,256,2048,0,32,80,80896,"0x14b99bdd7700","0x14b898045ec0",100,27.5566451527,6.4770517503,63.2323197578,7,16527.125,1026431963711580,1026431963552088,1026431964930176,1026431964931703,1378088
33,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",0,0,7,8368,8376,16896,256,2048,0,28,72,73280,"0x14b99bdd7000","0x14b898045e80",100,1.4546194593,0.8442513997,215.8360468393,7,16527.125,1026431963716991,1026431963183925,1026431964850975,1026431964852359,1667050
34,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",0,2,7,8368,8377,4352,256,2048,0,28,72,73280,"0x14b99bdd6f80","0x14b898045e80",100,0.4749576028,0.2761515959,7.5514100473,7,3935.4375,1026431964796070,1026431964791455,1026431965427939,1026431965786017,636484
35,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,0,8,8368,8368,112640,256,2048,0,32,80,80896,"0x14b99bdd6f00","0x14b898045ec0",100,16.3196483927,5.5009977895,30.4993070134,7,4127.75,1026431964843662,1026431964850975,1026431965660740,1026431967252648,809765
36,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",0,1,8,8368,8376,16896,256,2048,0,28,72,73280,"0x14b99bdd7000","0x14b898045e80",100,1.227679912,0.7125372052,7.8934677483,7,4127.75,1026431964863842,1026431964829375,1026431965455299,1026431965655424,625924
37,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,3,7,8368,8374,66304,256,2048,0,32,80,80896,"0x14b99bdd7180","0x14b898045ec0",100,6.2718519163,3.0881908789,40.6434765471,7,4127.75,1026431964868230,1026431964930176,1026431965492099,1026431965658390,561923
38,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l91.kd",0,2,8,8368,8378,112640,256,2048,0,28,72,63424,"0x14b99bdd7700","0x14b898045e00",100,27.7874381495,8.0433149241,44.0452037473,6,8228.375,1026431965419337,1026431965427939,1026431966394185,1026431967464268,966246
39,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",0,1,9,8368,8368,112640,256,2048,0,28,72,73280,"0x14b99bdd6f00","0x14b898045e80",99.9984352017,19.8933928914,4.0959663136,96.6017917221,6,528,1026431967274771,1026431965455299,1026431968290516,1026431968291961,2835217
40,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,0,9,8368,8376,16896,256,2048,0,32,80,80896,"0x14b99bdd7000","0x14b898045ec0",100,19.8930816,4.09590222,96.6002800989,6,528,1026431965676786,1026431965660740,1026431968298036,1026431968299104,2637296
41,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",0,3,8,8368,8374,66304,256,2048,0,28,72,73280,"0x14b99bdd7180","0x14b898045e80",0,0,0,0,7,7079.75,1026431965672578,1026431965492099,1026431968187955,1026431968189452,2695856
42,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,2,9,8368,8378,112640,256,2048,0,32,80,80896,"0x14b99bdd7700","0x14b898045ec0",100,19.8930816,4.09590222,96.6002800989,6,528,1026431967485549,1026431966394185,1026431968325236,1026431968326688,1931051
43,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",0,3,9,8368,8374,66304,256,2048,0,28,72,73280,"0x14b99bdd7180","0x14b898045e80",100,3.3785549848,1.952137766,9.0795366582,6,528,1026431968200654,1026431968187955,1026431968461237,1026431968597232,273282
44,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",0,0,10,8368,8368,112640,256,2048,0,28,72,73280,"0x14b99bdd6f00","0x14b898045e80",100,0.2451976401,0.1213308833,0.7608558692,7,282.1875,1026431968303513,1026431968298036,1026431969291002,1026431969520440,992966
45,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,1,10,8368,8376,16896,256,2048,0,32,80,80896,"0x14b99bdd7000","0x14b898045ec0",100,1.392128852,0.6888656155,4.3198189309,7,282.1875,1026431968309354,1026431968290516,1026431969051480,1026431969229146,760964
46,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",0,2,10,8368,8378,112640,256,2048,0,28,72,73280,"0x14b99bdd7700","0x14b898045e80",100,0.2451965748,0.1213303561,0.7608525633,7,282.1875,1026431968342939,1026431968325236,1026431969615324,1026431969630082,1290088
47,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l91.kd",0,3,10,8368,8376,16896,256,2048,0,28,72,63424,"0x14b99bdd7000","0x14b898045e00",100,3.757014025,1.7581008554,5.6425884881,5.375,58.75,1026431969245397,1026431968461237,1026431970176927,1026431970177803,1715690
48,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,0,11,8368,8368,112640,256,2048,0,32,80,80896,"0x14b99bdd6f00","0x14b898045ec0",100,3.7572663768,1.7582189439,5.6429674906,5.375,58.75,1026431969539627,1026431969291002,1026431970169727,1026431970171130,878725
49,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",0,1,11,8368,8378,112640,256,2048,0,28,72,73280,"0x14b99bdd7700","0x14b898045e80",100,2.2322674256,1.7195279995,2.3224882341,2.7335227273,10.375,1026431969648057,1026431969051480,1026431970519489,1026431970711216,1468009
50,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,2,11,8368,8368,112640,256,2048,0,32,80,80896,"0x14b99bdd6f00","0x14b898045ec0",100,2.2322674256,1.7195279995,2.3224882341,2.7335227273,10.375,1026431970181731,1026431969615324,1026431970541089,1026431970568369,925765
51,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,3,11,8368,8376,16896,256,2048,0,32,80,80896,"0x14b99bdd7000","0x14b898045ec0",99.9931791829,2.2324196949,1.7196452933,2.3226466576,2.7335227273,10.375,1026431970187181,1026431970176927,1026431970516129,1026431970566646,339202
52,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",0,0,12,8368,8376,16896,256,2048,0,28,72,73280,"0x14b99bdd7000","0x14b898045e80",100,1.5136212585,0.8784956491,14.1224669316,1.1215909091,4.625,1026431970577206,1026431970169727,1026431971270054,1026431971342438,1100327
53,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l91.kd",0,1,12,8368,8368,112640,256,2048,0,28,72,63424,"0x14b99bdd6f00","0x14b898045e00",100,0.2386168049,0.3699398708,0,1.1215909091,4.625,1026431970578890,1026431970519489,1026431971328294,1026431971348240,808805
54,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,2,12,8368,8378,112640,256,2048,0,32,80,80896,"0x14b99bdd7700","0x14b898045ec0",100,0.2385874728,0.3698943957,0,1.1215909091,4.625,1026431970729231,1026431970541089,1026431971391334,1026431971392505,850245
55,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",0,3,12,8368,8376,16896,256,2048,0,28,72,73280,"0x14b99bdd7000","0x14b898045e80",100,21.2913488628,7.4008795437,36.4443184681,7,16539,1026431971350945,1026431970516129,1026431971851177,1026431972041582,1335048
56,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,0,13,8368,8368,112640,256,2048,0,32,80,80896,"0x14b99bdd6f00","0x14b898045ec0",100,21.2908124352,7.4006930813,36.4434002671,7,16539,1026431971358900,1026431971270054,1026431971852457,1026431972037073,582403
57,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,1,13,8368,8378,112640,256,2048,0,32,80,80896,"0x14b99bdd7700","0x14b898045ec0",100,25.2286316304,5.9298638043,62.6491644273,7,16539,1026431971402996,1026431971328294,1026431972017098,1026431972039869,688804
58,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l91.kd",0,2,13,8368,8378,112640,256,2048,0,28,72,63424,"0x14b99bdd7700","0x14b898045e00",100,29.2037327464,8.4532736762,47.0373357012,6,6504.875,1026431972057733,1026431971391334,1026431972433421,1026431972535459,1042087
59,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",0,3,13,8368,8368,112640,256,2048,0,28,72,73280,"0x14b99bdd6f00","0x14b898045e80",100,4.2916602648,1.7395654282,69.0958559998,6,2121.375,1026431972059617,1026431971851177,1026431972598382,1026431972599693,747205
60,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,0,14,8368,8378,112640,256,2048,0,32,80,80896,"0x14b99bdd7000","0x14b898045ec0",100,32.8898584939,7.7305968976,47.3726489457,7,16433.4375,1026431972546320,1026431971852457,1026431972916463,1026431972918039,1064006
61,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",0,1,14,8368,8368,112640,256,2048,0,28,72,73280,"0x14b99bdd7700","0x14b898045e80",100,4.040088274,1.6375941838,64.1255034058,6,2127.1875,1026431972609392,1026431972017098,1026431973320786,1026431973322723,1303688
62,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",0,2,14,8368,8378,112640,256,2048,0,28,72,73280,"0x14b99bdd6f00","0x14b898045e80",100,1.1413663809,0.4626371555,18.1161125167,6,2127.1875,1026431972927217,1026431972433421,1026431973691348,1026431973692990,1257927
63,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",0,3,14,8368,8378,112640,256,2048,0,28,72,73280,"0x14b99bdd7000","0x14b898045e80",100,4.2337938569,1.2219295508,89.4891791032,6,8513,1026431973709422,1026431972598382,1026431974212791,1026431974217526,1614409
64,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",1,4,1,8368,8375,4352,256,2048,0,28,72,73280,"0x14b99bdd7100","0x14b893f45e80",100,0.0595841854,0.0346436562,14.8149488034,6,48.4375,1026432053031876,1026431765090293,1026432054161300,1026432054169920,289071007
65,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",1,5,1,8368,8375,4352,256,2048,0,28,72,73280,"0x14b99bdd7700","0x14b893f45e80",100,0.0529047039,0.0307600475,19.226172543,6,66,1026432054182374,1026431765449656,1026432054478421,1026432054585635,289028765
66,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",1,6,1,8368,8375,4352,256,2048,0,32,80,80896,"0x14b99bdd6f00","0x14b893f45ec0",100,0.0392845639,0.0194772828,10.554032529,7,113.625,1026432054609291,1026431766062619,1026432055085305,1026432055105712,289022686
67,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",1,7,1,8368,8375,4352,256,2048,0,32,80,80896,"0x14b99bdd7180","0x14b893f45ec0",100,0.0240530397,0.0119254947,6.5762717487,7,97.6875,1026432055143144,1026432052086728,1026432056506114,1026432056690401,4419386
68,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",1,4,2,8368,8375,4352,256,2048,0,32,80,80896,"0x14b99bdd7100","0x14b893f45ec0",100,0.0704108476,0.0349096912,13.0594532919,7,83.375,1026432056730448,1026432054161300,1026432059263730,1026432059279735,5102430
69,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l91.kd",1,5,2,8368,8375,4352,256,2048,0,28,72,63424,"0x14b99bdd6f80","0x14b893f45e00",100,0.0351087556,0.0204130618,9.6810388931,6,80.5625,1026432059291548,1026432054478421,1026432059611572,1026432059715338,5133151
70,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",1,6,2,8368,8375,4352,256,2048,0,28,72,73280,"0x14b99bdd7080","0x14b893f45e80",100,0.0407841613,0.023712877,13.3790640167,6,87.3125,1026432059736700,1026432055085305,1026432060127575,1026432060166131,5042270
71,"__omp_offloading_43b2fce4_f60002d4__ZN7Poisson9DirichletIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l75.kd",1,7,2,8368,8375,4352,256,2048,0,28,72,73280,"0x14b99bdd7200","0x14b893f45e80",100,0.3269153231,0.1900763093,2.2128073153,6,40.3125,1026432060184567,1026432056986756,1026432061700865,1026432061866324,4714109
72,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",1,4,3,8368,8372,112640,256,2048,0,32,80,80896,"0x14b99bdd6f00","0x14b893f45ec0",100,3.3834678894,1.1404932835,26.6041230013,7,4199.0625,1026432068743593,1026432059263730,1026432069674832,1026432069713210,10411102
